"RecordType","Survey","Quarter","Country","Ship","Gear","SweepLngt","GearEx","DoorType","StNo","HaulNo","Year","SpecCodeType","SpecCode","SpecVal","Sex","TotalNo","CatIdentifier","NoMeas","SubFactor","SubWgt","CatCatchWgt","LngtCode","LngtClass","HLNoAtLngt","DevStage","LenMeasType","DateofCalculation","Valid_Aphia"
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",33,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",35,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",39,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",48,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",24,6,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",25,5,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",26,7,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",27,15,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",28,12,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",29,5,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",18,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",19,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",20,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",23,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",25,7,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",26,9,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",33,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",34,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",36,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",37,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",49,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",27,5,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",146,44,2024,"W",126484,2,"F",1,1,1,1,1620,1620,"1",51,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"M",14,1,14,1,5060,5060,"1",22,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"M",14,1,14,1,5060,5060,"1",23,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"M",14,1,14,1,5060,5060,"1",24,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"M",14,1,14,1,5060,5060,"1",25,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"M",14,1,14,1,5060,5060,"1",26,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"M",14,1,14,1,5060,5060,"1",27,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"M",14,1,14,1,5060,5060,"1",29,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"M",14,1,14,1,5060,5060,"1",50,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"M",14,1,14,1,5060,5060,"1",53,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"F",9,1,9,1,5060,5060,"1",21,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"F",9,1,9,1,5060,5060,"1",23,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"F",9,1,9,1,5060,5060,"1",25,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"F",9,1,9,1,5060,5060,"1",27,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"F",9,1,9,1,5060,5060,"1",28,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"F",9,1,9,1,5060,5060,"1",30,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"F",9,1,9,1,5060,5060,"1",37,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",15,38,2024,"W",126484,2,"F",9,1,9,1,5060,5060,"1",49,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",28,12,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",29,7,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",30,6,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",31,4,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"F",61,1,61,1,22760,22760,"1",32,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"U",17,1,17,1,22760,22760,"1",6,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"U",17,1,17,1,22760,22760,"1",7,4,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"U",17,1,17,1,22760,22760,"1",8,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"U",17,1,17,1,22760,22760,"1",9,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"U",17,1,17,1,22760,22760,"1",10,5,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"U",17,1,17,1,22760,22760,"1",11,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",44,43,2024,"W",126484,2,"M",2,1,2,1,2500,2500,"1",50,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",44,43,2024,"W",126484,2,"M",2,1,2,1,2500,2500,"1",59,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",218,53,2024,"W",126484,2,"M",1,1,1,1,2427,2427,"1",67,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",522,12,2024,"W",126484,2,"M",2,1,2,1,10420,10420,"1",61,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",522,12,2024,"W",126484,2,"M",2,1,2,1,10420,10420,"1",63,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",522,12,2024,"W",126484,2,"F",3,1,3,1,10420,10420,"1",47,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",522,12,2024,"W",126484,2,"F",3,1,3,1,10420,10420,"1",72,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",522,12,2024,"W",126484,2,"F",3,1,3,1,10420,10420,"1",80,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",453,66,2024,"W",126484,2,"F",13,1,13,1,20640,20640,"1",53,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",453,66,2024,"W",126484,2,"F",13,1,13,1,20640,20640,"1",55,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",453,66,2024,"W",126484,2,"F",13,1,13,1,20640,20640,"1",59,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",453,66,2024,"W",126484,2,"F",13,1,13,1,20640,20640,"1",65,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"M",7,1,7,1,22000,22000,"1",47,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"M",7,1,7,1,22000,22000,"1",53,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"M",7,1,7,1,22000,22000,"1",56,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"M",7,1,7,1,22000,22000,"1",58,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"M",7,1,7,1,22000,22000,"1",61,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"M",7,1,7,1,22000,22000,"1",62,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"M",7,1,7,1,22000,22000,"1",66,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"F",6,1,6,1,22000,22000,"1",60,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"F",6,1,6,1,22000,22000,"1",63,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"F",6,1,6,1,22000,22000,"1",65,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"F",6,1,6,1,22000,22000,"1",68,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",451,61,2024,"W",126484,2,"F",6,1,6,1,22000,22000,"1",71,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",529,13,2024,"W",126484,2,"M",4,1,4,1,12760,12760,"1",47,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",529,13,2024,"W",126484,2,"M",4,1,4,1,12760,12760,"1",48,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",529,13,2024,"W",126484,2,"M",4,1,4,1,12760,12760,"1",56,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",529,13,2024,"W",126484,2,"M",4,1,4,1,12760,12760,"1",60,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",529,13,2024,"W",126484,2,"F",7,1,7,1,12760,12760,"1",45,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",529,13,2024,"W",126484,2,"F",7,1,7,1,12760,12760,"1",52,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",529,13,2024,"W",126484,2,"F",7,1,7,1,12760,12760,"1",54,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",529,13,2024,"W",126484,2,"F",7,1,7,1,12760,12760,"1",65,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",529,13,2024,"W",126484,2,"F",7,1,7,1,12760,12760,"1",67,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",209,20,2024,"W",126484,2,"M",2,1,2,1,1362,1362,"1",48,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",209,20,2024,"W",126484,2,"M",2,1,2,1,1362,1362,"1",50,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",421,46,2025,"W",126484,2,"M",4,1,4,1,9280,9280,"1",51,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",421,46,2025,"W",126484,2,"M",4,1,4,1,9280,9280,"1",53,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",421,46,2025,"W",126484,2,"M",4,1,4,1,9280,9280,"1",59,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",421,46,2025,"W",126484,2,"M",4,1,4,1,9280,9280,"1",60,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",421,46,2025,"W",126484,2,"F",4,1,4,1,9280,9280,"1",50,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",421,46,2025,"W",126484,2,"F",4,1,4,1,9280,9280,"1",53,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",421,46,2025,"W",126484,2,"F",4,1,4,1,9280,9280,"1",54,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"F",19,1,19,1,27400,27400,"1",50,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"F",19,1,19,1,27400,27400,"1",51,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"F",19,1,19,1,27400,27400,"1",52,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"F",19,1,19,1,27400,27400,"1",53,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"F",19,1,19,1,27400,27400,"1",54,3,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"F",19,1,19,1,27400,27400,"1",56,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"F",19,1,19,1,27400,27400,"1",59,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",421,46,2025,"W",126484,2,"F",4,1,4,1,9280,9280,"1",59,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",264,80,2025,"W",126484,2,"F",1,1,1,1,844,844,"1",50,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",533,42,2025,"W",126484,2,"F",3,1,3,1,10350,10350,"1",71,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",533,42,2025,"W",126484,2,"F",3,1,3,1,10350,10350,"1",79,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",533,42,2025,"W",126484,2,"F",3,1,3,1,10350,10350,"1",81,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"M",7,1,7,1,28080,28080,"1",43,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"M",7,1,7,1,28080,28080,"1",49,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"M",7,1,7,1,28080,28080,"1",51,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"M",7,1,7,1,28080,28080,"1",52,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"M",7,1,7,1,28080,28080,"1",53,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"M",7,1,7,1,28080,28080,"1",57,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"M",7,1,7,1,28080,28080,"1",61,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"F",15,1,15,1,28080,28080,"1",50,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"F",15,1,15,1,28080,28080,"1",52,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",278,17,2025,"W",126484,2,"F",1,1,1,1,1050,1050,"1",55,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",303,8,2025,"W",126484,2,"F",1,1,1,1,1090,1090,"1",53,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",503,1,2025,"W",126484,2,"F",1,1,1,1,720,720,"1",50,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"F",15,1,15,1,28080,28080,"1",53,4,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"F",15,1,15,1,28080,28080,"1",54,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"F",15,1,15,1,28080,28080,"1",55,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"F",15,1,15,1,28080,28080,"1",60,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"F",15,1,15,1,28080,28080,"1",61,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"F",15,1,15,1,28080,28080,"1",63,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",446,55,2025,"W",126484,2,"F",15,1,15,1,28080,28080,"1",73,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",316,60,2025,"W",126484,2,"F",37,1,37,1,45260,45260,"1",53,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",403,10,2025,"W",126484,2,"F",12,1,12,1,17400,17400,"1",56,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",403,10,2025,"W",126484,2,"F",12,1,12,1,17400,17400,"1",64,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",403,10,2025,"W",126484,2,"F",12,1,12,1,17400,17400,"1",66,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",403,10,2025,"W",126484,2,"F",12,1,12,1,17400,17400,"1",67,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",403,10,2025,"W",126484,2,"F",12,1,12,1,17400,17400,"1",72,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"M",8,1,8,1,27400,27400,"1",48,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"M",8,1,8,1,27400,27400,"1",49,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"M",8,1,8,1,27400,27400,"1",51,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"M",8,1,8,1,27400,27400,"1",53,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"M",8,1,8,1,27400,27400,"1",54,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"M",8,1,8,1,27400,27400,"1",56,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"M",8,1,8,1,27400,27400,"1",60,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"F",19,1,19,1,27400,27400,"1",44,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"F",19,1,19,1,27400,27400,"1",47,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"F",19,1,19,1,27400,27400,"1",48,3,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",368,53,2025,"W",126484,2,"F",19,1,19,1,27400,27400,"1",49,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",372,13,2025,"W",126484,2,"M",5,1,5,1,17380,17380,"1",53,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",441,67,2025,"W",126484,2,"F",31,1,31,1,79280,79280,"1",86,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",441,67,2025,"W",126484,2,"F",31,1,31,1,79280,79280,"1",61,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",441,67,2025,"W",126484,2,"F",31,1,31,1,79280,79280,"1",63,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",441,67,2025,"W",126484,2,"F",31,1,31,1,79280,79280,"1",65,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",271,84,2025,"W",126484,2,"M",2,1,2,1,16000,16000,"1",58,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",271,84,2025,"W",126484,2,"M",2,1,2,1,16000,16000,"1",63,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",271,84,2025,"W",126484,2,"F",8,1,8,1,16000,16000,"1",46,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",271,84,2025,"W",126484,2,"F",8,1,8,1,16000,16000,"1",52,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",271,84,2025,"W",126484,2,"F",8,1,8,1,16000,16000,"1",54,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",271,84,2025,"W",126484,2,"F",8,1,8,1,16000,16000,"1",56,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",316,60,2025,"W",126484,2,"M",11,1,11,1,45260,45260,"1",45,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",316,60,2025,"W",126484,2,"M",11,1,11,1,45260,45260,"1",47,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",316,60,2025,"W",126484,2,"M",11,1,11,1,45260,45260,"1",48,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",316,60,2025,"W",126484,2,"M",11,1,11,1,45260,45260,"1",49,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",372,13,2025,"W",126484,2,"M",5,1,5,1,17380,17380,"1",54,2,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",372,13,2025,"W",126484,2,"M",5,1,5,1,17380,17380,"1",59,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",372,13,2025,"W",126484,2,"M",5,1,5,1,17380,17380,"1",64,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",372,13,2025,"W",126484,2,"F",9,1,9,1,17380,17380,"1",50,1,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",372,13,2025,"W",126484,2,"F",9,1,9,1,17380,17380,"1",53,4,NA,NA,20260210,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",441,67,2025,"W",126484,2,"F",31,1,31,1,79280,79280,"1",66,2,NA,NA,20260210,126484
